Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet	Candidate Label
#adidas	['PROPN']	['O']	['PROPN']	['B-MISC']	"rt @user1351 : #adidas ultra boost on sale for $ 136 with code "" c6e2y23e "" and vip membership -> url687 url1572 …"	"rt @user1351 : <[#adidas]> ultra boost on sale for $ 136 with code "" c6e2y23e "" and vip membership -> url687 url1572 …"
vip	['PROPN']	['O']	['PROPN']	['O']	"rt @user1351 : #adidas ultra boost on sale for $ 136 with code "" c6e2y23e "" and vip membership -> url687 url1572 …"	"rt @user1351 : #adidas ultra boost on sale for $ 136 with code "" c6e2y23e "" and <[vip]> membership -> url687 url1572 …"
@user1595	['PROPN']	['O']	['NOUN']	B-PER	@user1595 fav and follow me for +40 free follows . 🌈	<[@user1595]> fav and follow me for +40 free follows . 🌈
@user2642	['PROPN']	['O']	['NOUN']	B-PER	rt @user908 : . @user2642 plates cabrera to make it 3-0 #mets ! url728	rt @user908 : . <[@user2642]> plates cabrera to make it 3-0 #mets ! url728
#mets	['PROPN']	['O']	['PROPN']	['O']	rt @user908 : . @user2642 plates cabrera to make it 3-0 #mets ! url728	rt @user908 : . @user2642 plates cabrera to make it 3-0 <[#mets]> ! url728
@user369	['PROPN']	['O']	['NOUN']	B-PER	@user369 bro there ?	<[@user369]> bro there ?
@user394	['PROPN']	['O']	['PROPN']	B-PER	@user394 @user2234 god forbid you upset daddy	<[@user394]> @user2234 god forbid you upset daddy
@user2234	['PROPN']	['O']	['NOUN']	B-PER	@user394 @user2234 god forbid you upset daddy	@user394 <[@user2234]> god forbid you upset daddy
#seo	['PROPN']	['O']	['PROPN']	['O']	#miguelramose url809 #seo will manually build 10 high pr web 2.0 pbn url1441	#miguelramose url809 <[#seo]> will manually build 10 high pr web 2.0 pbn url1441
pbn	['PROPN']	['O']	['PROPN']	['O']	#miguelramose url809 #seo will manually build 10 high pr web 2.0 pbn url1441	#miguelramose url809 #seo will manually build 10 high pr web 2.0 <[pbn]> url1441
hongera kenya7s	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['B-MISC', 'I-MISC']	kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s @user717 @user745	kenya is indeed a hotbed of champions ! we rock the world <[hongera <[hongera]> . made us so proud #karibunimashujaa #kenya7s @user717 @user745
@user717	['PROPN']	['O']	['NOUN']	B-PER	kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s @user717 @user745	kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s <[@user717]> @user745
@user745	['PROPN']	['O']	['NOUN']	B-PER	kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s @user717 @user745	kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s @user717 <[@user745]>
terra	['PROPN']	['O']	['PROPN']	['B-MISC']	hello terra , teeshirts and hoodies are named by u ! order now ! : url577 . thank @user1666 url677	hello <[terra]> , teeshirts and hoodies are named by u ! order now ! : url577 . thank @user1666 url677
@user1666	['PROPN']	['O']	['NOUN']	B-PER	hello terra , teeshirts and hoodies are named by u ! order now ! : url577 . thank @user1666 url677	hello terra , teeshirts and hoodies are named by u ! order now ! : url577 . thank <[@user1666]> url677
junior	['PROPN']	['O']	['PROPN']	['O']	register now for the junior @user136 u8/10/12/14/16/19 - easter 2017 - just £ 290 pp	register now for the <[junior]> @user136 u8/10/12/14/16/19 - easter 2017 - just £ 290 pp
@user136	['PROPN']	['O']	['NOUN']	B-PER	register now for the junior @user136 u8/10/12/14/16/19 - easter 2017 - just £ 290 pp	register now for the junior <[@user136]> u8/10/12/14/16/19 - easter 2017 - just £ 290 pp
u8/10/12/14/16/19	['PROPN']	['O']	['VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'NUM']	['B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC']	register now for the junior @user136 u8/10/12/14/16/19 - easter 2017 - just £ 290 pp	<[register now for the junior @user136 <[register]> - easter 2017 - just £ 290 pp
@user57	['PROPN']	['O']	['NOUN']	B-PER	@user57 request you to share us your booking details for us to look into the issue	<[@user57]> request you to share us your booking details for us to look into the issue
@user1409	['PROPN']	['O']	['NOUN']	B-PER	rt @user2076 : . i apologise for this , but i hope every pro-eu @user1409 member reads it . it 's so important . url1620	rt @user2076 : . i apologise for this , but i hope every pro-eu <[@user1409]> member reads it . it 's so important . url1620
gdp	['PROPN']	['O']	['PROPN']	['O']	rt @user994 : quality of life matters more than gdp . our infrastructure is at breaking point inside eu . #bbcqt url1486	rt @user994 : quality of life matters more than <[gdp]> . our infrastructure is at breaking point inside eu . #bbcqt url1486
@user53	['PROPN']	['O']	['PROPN']	B-PER	@user53 as do i . i 've always been a fan of honda and acura sports cars . there 's just something about them that i love so much .	<[@user53]> as do i . i 've always been a fan of honda and acura sports cars . there 's just something about them that i love so much .
may	['PROPN']	['O']	['PROPN']	['B-MISC']	dunedin income growth investment tr plc $ dig to go ex-dividend on may 5th url494	dunedin income growth investment tr plc $ dig to go ex-dividend on <[may]> 5th url494
@user82	['PROPN']	['O']	['PROPN']	B-PER	@user82 i 'll braid your hair and make u soup if u want	<[@user82]> i 'll braid your hair and make u soup if u want
@user263	['PROPN']	['O']	['PROPN']	B-PER	@user263 and this is why i 've always hated billy joel . goddammit , billy joel .	<[@user263]> and this is why i 've always hated billy joel . goddammit , billy joel .
@user1534	['PROPN']	['O']	['NUM']	B-PER	@user1534 d985 5535 08aa 4def	<[@user1534]> d985 5535 08aa 4def
@user2456	['PROPN']	['O']	['PROPN']	B-PER	@user2456 it 's like the world is digitally modified with this layover . it 's hard to explain but super colorful , animated and hyperreal	<[@user2456]> it 's like the world is digitally modified with this layover . it 's hard to explain but super colorful , animated and hyperreal
@user2072	['PROPN']	['O']	['NOUN']	B-PER	@user2072 smh someone from an account as @user417 😂 does n't sound racist at all .	<[@user2072]> smh someone from an account as @user417 😂 does n't sound racist at all .
@user417	['PROPN']	['O']	['NOUN']	B-PER	@user2072 smh someone from an account as @user417 😂 does n't sound racist at all .	@user2072 smh someone from an account as <[@user417]> 😂 does n't sound racist at all .
#truelovethm	['PROPN']	['O']	['PROPN']	['O']	#win a £ 50 voucher . valid at over 1 k restaurants to enter rt&f with #truelovethm & register url1039 url842	#win a £ 50 voucher . valid at over 1 k restaurants to enter rt&f with <[#truelovethm]> & register url1039 url842
@user1573	['PROPN']	['O']	['PROPN']	B-PER	@user1573 headcanon accepted	<[@user1573]> headcanon accepted
@user812	['PROPN']	['O']	['NOUN']	B-PER	win tix to see @user812 at @user1335 on 8/12 . tune in today on @user1790 at 6 p pt to win url632 url1238	win tix to see <[@user812]> at @user1335 on 8/12 . tune in today on @user1790 at 6 p pt to win url632 url1238
@user1335	['PROPN']	['O']	['NOUN']	B-PER	win tix to see @user812 at @user1335 on 8/12 . tune in today on @user1790 at 6 p pt to win url632 url1238	win tix to see @user812 at <[@user1335]> on 8/12 . tune in today on @user1790 at 6 p pt to win url632 url1238
@user1790	['PROPN']	['O']	['NOUN']	B-PER	win tix to see @user812 at @user1335 on 8/12 . tune in today on @user1790 at 6 p pt to win url632 url1238	win tix to see @user812 at @user1335 on 8/12 . tune in today on <[@user1790]> at 6 p pt to win url632 url1238
#cleanupjnu	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1635 : #cleanupjnu agree with everything , but right to free speech has limits and the people need to understand that .. url223 …	rt @user1635 : <[#cleanupjnu]> agree with everything , but right to free speech has limits and the people need to understand that .. url223 …
@user1486	['PROPN']	['O']	['PROPN']	B-PER	rt @user1535 : so @user1486 were by far the best set of the day , even after the idiots at slamdunk fucked their set up and did nt allow t …	rt @user1535 : so <[@user1486]> were by far the best set of the day , even after the idiots at slamdunk fucked their set up and did nt allow t …
@user1461	['PROPN']	['O']	['PROPN']	B-PER	@user1461 exactly . it does n't add up	<[@user1461]> exactly . it does n't add up
@user969	['PROPN']	['O']	['X']	B-PER	@user969 @user1500 @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight	<[@user969]> @user1500 @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight
@user1500	['PROPN']	['O']	['X']	B-PER	@user969 @user1500 @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight	@user969 <[@user1500]> @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight
@user2010	['PROPN']	['O']	['X']	B-PER	@user969 @user1500 @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight	@user969 @user1500 <[@user2010]> @user1175 @user1166 nop sleep is far from my eyes tonight
@user1175	['PROPN']	['O']	['X']	B-PER	@user969 @user1500 @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight	@user969 @user1500 @user2010 <[@user1175]> @user1166 nop sleep is far from my eyes tonight
@user1166	['PROPN']	['O']	['X']	B-PER	@user969 @user1500 @user2010 @user1175 @user1166 nop sleep is far from my eyes tonight	@user969 @user1500 @user2010 @user1175 <[@user1166]> nop sleep is far from my eyes tonight
@user1412	['PROPN']	['O']	['NUM']	B-PER	rt @user468 : 71 years ago today , @user1412 #marines began the battle for iwo jima . url308	rt @user468 : 71 years ago today , <[@user1412]> #marines began the battle for iwo jima . url308
#marines	['PROPN']	['O']	['PROPN']	['O']	rt @user468 : 71 years ago today , @user1412 #marines began the battle for iwo jima . url308	rt @user468 : 71 years ago today , @user1412 <[#marines]> began the battle for iwo jima . url308
@user1018	['PROPN']	['O']	['PROPN']	B-PER	@user1018 hope you have a good one !! 😊	<[@user1018]> hope you have a good one !! 😊
@user1921	['PROPN']	['O']	['X']	B-PER	rt @user1880 : @user1921 you already know this us . url450	rt @user1880 : <[@user1921]> you already know this us . url450
@user1617	['PROPN']	['O']	['NOUN']	B-PER	success in duckland last night for the @user1617 first eatwith dinner ! thanks to everyone … url290	success in duckland last night for the <[@user1617]> first eatwith dinner ! thanks to everyone … url290
#abb	['PROPN']	['O']	['PROPN']	['B-MISC']	watch this #abb video : url1439 - ron popper talks about human rights and its importance for abb url793	watch this <[#abb]> video : url1439 - ron popper talks about human rights and its importance for abb url793
@user2575	['PROPN']	['O']	['PROPN']	B-PER	@user2575 i just saw this	<[@user2575]> i just saw this
@user1619	['PROPN']	['O']	['PROPN']	B-PER	rt @user1907 : @user1619 employers want to pay only for what they need , and they ’re getting comfortable with hiring gig workers , often remo …	rt @user1907 : <[@user1619]> employers want to pay only for what they need , and they ’re getting comfortable with hiring gig workers , often remo …
@user1458	['PROPN']	['O']	['NOUN']	B-PER	staples now selling recycle - by - mail boxes url922 via @user1458 url1524	staples now selling recycle - by - mail boxes url922 via <[@user1458]> url1524
@user927	['PROPN']	['O']	['X']	B-PER	. @user927 @user1042 @user341 and jeb does n't , of course ... url1070	. <[@user927]> @user1042 @user341 and jeb does n't , of course ... url1070
@user1042	['PROPN']	['O']	['NOUN']	B-PER	. @user927 @user1042 @user341 and jeb does n't , of course ... url1070	. @user927 <[@user1042]> @user341 and jeb does n't , of course ... url1070
@user341	['PROPN']	['O']	['NOUN']	B-PER	. @user927 @user1042 @user341 and jeb does n't , of course ... url1070	. @user927 @user1042 <[@user341]> and jeb does n't , of course ... url1070
@user2127	['PROPN']	['O']	['PROPN']	B-PER	@user2127 have fun kiddo	<[@user2127]> have fun kiddo
@user2434	['PROPN']	['O']	['PROPN']	B-PER	. @user2434 really likes socks , i 've heard ! ;3 url1292	. <[@user2434]> really likes socks , i 've heard ! ;3 url1292
@user2662	['PROPN']	['O']	['PROPN']	['B-PER']	@user2662 because you thought i was a scumbag and followed me to roast my soul	<[@user2662]> because you thought i was a scumbag and followed me to roast my soul
#ralphlauren	['PROPN']	['O']	['PROPN']	['B-PER']	classy range of #men #footwear for him featuring #ralphlauren #tods #originalpenguin & more ! url251 url1503	classy range of #men #footwear for him featuring <[#ralphlauren]> #tods #originalpenguin & more ! url251 url1503
#tods	['PROPN']	['O']	['PROPN']	['B-PER']	classy range of #men #footwear for him featuring #ralphlauren #tods #originalpenguin & more ! url251 url1503	classy range of #men #footwear for him featuring #ralphlauren <[#tods]> #originalpenguin & more ! url251 url1503
#originalpenguin	['PROPN']	['O']	['PROPN']	['B-PER']	classy range of #men #footwear for him featuring #ralphlauren #tods #originalpenguin & more ! url251 url1503	classy range of #men #footwear for him featuring #ralphlauren #tods <[#originalpenguin]> & more ! url251 url1503
ca	['PROPN']	['O']	['PROPN']	['B-MISC']	9917 s mission blvd , jurupa valley , ca 92509 sold on 6/17/16 listed for $ 385,000 sold for … url1235	9917 s mission blvd , jurupa valley , <[ca]> 92509 sold on 6/17/16 listed for $ 385,000 sold for … url1235
modest	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1933 : modest literally trapped zayn holy	rt @user1933 : <[modest]> literally trapped zayn holy
@user875	['PROPN']	['O']	['PROPN']	B-PER	@user875 need to work hard on your content , just had a look at city 's twitter and it 's way more interesting ..	<[@user875]> need to work hard on your content , just had a look at city 's twitter and it 's way more interesting ..
@user306	['PROPN']	['O']	['PROPN']	B-PER	@user306 of course !!! lol	<[@user306]> of course !!! lol
subhan	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1126 : subhan ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …	rt @user1126 : <[subhan]> ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …
allah	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1126 : subhan ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …	rt @user1126 : subhan ' <[allah]> . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …
lpg	['PROPN']	['O']	['PROPN']	['O']	rt @user2285 : massive mission to be launched to provide lpg connections to bpl households : fm	rt @user2285 : massive mission to be launched to provide <[lpg]> connections to bpl households : fm
@user1746	['PROPN']	['O']	['PROPN']	B-PER	@user1746 what say you home ? 😘❤️	<[@user1746]> what say you home ? 😘❤️
k-5	['PROPN']	['O']	['PROPN']	['B-MISC']	2015 - 2016 donald publishing award winners k-5 . #authorstea @user373 @user1834 url949	2015 - 2016 donald publishing award winners <[k-5]> . #authorstea @user373 @user1834 url949
@user985	['PROPN']	['O']	['X']	B-PER	rt @user405 : @user985 @user142 also on @user1287 #cantbeintwoplacesatonce #poororganisation url1220	rt @user405 : <[@user985]> @user142 also on @user1287 #cantbeintwoplacesatonce #poororganisation url1220
